age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,poutcome,cons.price.idx,cons.conf.idx,euribor3m,y
53,5,0,6,2,1,2,0,3,4,123,1,999,0,94.465,-41.8,4.958,0
35,1,0,3,1,2,2,0,3,4,107,1,999,0,94.465,-41.8,4.958,0
38,8,2,0,2,1,2,0,3,4,406,1,999,0,94.465,-41.8,4.958,0
32,7,2,5,2,2,2,0,3,4,12,3,999,0,94.465,-41.8,4.958,0
45,4,0,4,2,1,1,0,3,4,128,1,999,0,94.465,-41.8,4.958,0
55,0,0,2,2,1,2,0,3,4,146,1,999,0,94.465,-41.8,4.958,0
35,3,2,6,2,2,2,0,3,4,66,1,999,0,94.465,-41.8,4.958,0
31,0,0,0,2,2,2,0,3,4,278,2,999,0,94.465,-41.8,4.958,0
41,1,1,0,2,1,2,0,3,4,753,1,999,0,94.465,-41.8,4.958,0
39,8,0,3,1,1,2,0,3,4,120,1,999,0,94.465,-41.8,4.958,0
49,5,1,6,2,1,2,0,3,4,167,1,999,0,94.465,-41.8,4.958,0
30,8,2,5,2,1,2,0,3,4,48,1,999,0,94.465,-41.8,4.958,0
41,1,0,0,2,2,2,0,3,4,385,1,999,0,94.465,-41.8,4.958,0
40,8,0,3,2,1,2,0,3,4,97,1,999,0,94.465,-41.8,4.958,0
28,7,2,5,2,1,2,0,3,4,651,5,999,0,94.465,-41.8,4.958,1
47,5,0,4,2,1,2,0,3,4,223,1,999,0,94.465,-41.8,4.958,0
59,1,0,3,2,1,2,0,3,4,309,5,999,0,94.465,-41.8,4.958,0
33,0,1,0,2,2,2,0,3,4,155,1,999,0,94.465,-41.8,4.958,0
44,0,0,0,1,1,2,0,3,4,98,1,999,0,94.465,-41.8,4.958,0
38,5,0,4,2,2,1,0,3,4,46,1,999,0,94.465,-41.8,4.958,0
38,1,0,3,2,1,2,0,3,4,252,1,999,0,94.465,-41.8,4.958,0
45,1,1,3,1,1,2,0,3,4,691,1,999,0,94.465,-41.8,4.958,0
39,8,0,5,2,1,2,0,3,4,93,1,999,0,94.465,-41.8,4.958,0
56,2,0,5,1,1,2,0,3,4,315,1,999,0,94.465,-41.8,4.958,0
53,2,1,6,2,2,2,0,3,4,154,3,999,0,94.465,-41.8,4.958,0
35,5,0,1,2,2,1,0,3,4,344,1,999,0,94.465,-41.8,4.958,0
38,5,1,4,2,1,2,0,3,4,128,2,999,0,94.465,-41.8,4.958,0
55,4,0,6,1,2,1,0,3,4,278,1,999,0,94.465,-41.8,4.958,0
30,5,0,3,2,2,2,0,3,4,436,1,999,0,94.465,-41.8,4.958,0
48,5,0,6,2,1,2,0,3,4,189,1,999,0,94.465,-41.8,4.958,0
32,8,2,5,2,2,2,0,3,4,186,1,999,0,94.465,-41.8,4.958,0
50,0,0,2,1,1,2,0,3,4,84,1,999,0,94.465,-41.8,4.958,0
32,3,0,3,2,1,2,0,3,4,264,1,999,0,94.465,-41.8,4.958,0
43,0,0,0,2,2,2,0,3,4,237,1,999,0,94.465,-41.8,4.958,0
38,5,2,5,2,1,2,0,3,4,72,1,999,0,94.465,-41.8,4.958,0
50,8,0,5,2,1,2,0,3,4,77,1,999,0,94.465,-41.8,4.958,0
49,1,0,3,1,1,2,0,3,4,128,1,999,0,94.465,-41.8,4.958,0
58,2,0,5,1,2,1,0,3,4,43,1,999,0,94.465,-41.8,4.958,0
35,0,0,1,2,2,2,0,3,4,64,6,999,0,94.465,-41.8,4.958,0
44,8,0,5,2,2,2,0,3,4,351,1,999,0,94.465,-41.8,4.958,0
41,1,0,6,2,1,2,0,3,4,139,2,999,0,94.465,-41.8,4.958,0
50,2,0,0,2,2,2,0,3,4,119,1,999,0,94.465,-41.8,4.958,0
54,5,0,5,2,2,2,0,3,4,394,1,999,0,94.465,-41.8,4.958,0
42,0,0,1,2,2,2,0,3,4,174,1,999,0,94.465,-41.8,4.958,0
31,1,0,3,1,1,1,0,3,4,62,6,999,0,94.465,-41.8,4.958,0
43,0,0,2,1,1,2,0,3,4,349,1,999,0,94.465,-41.8,4.958,0
58,8,2,5,2,1,2,0,3,4,100,1,999,0,94.465,-41.8,4.958,0
35,3,0,3,2,1,2,0,3,4,56,1,999,0,94.465,-41.8,4.958,0
59,1,1,3,2,1,2,0,3,4,133,1,999,0,94.465,-41.8,4.958,0
40,0,0,2,2,2,2,0,3,4,134,1,999,0,94.465,-41.8,4.958,0
48,8,0,0,1,1,2,0,3,4,113,1,999,0,94.465,-41.8,4.958,0
49,8,0,5,2,2,1,0,3,4,185,2,999,0,94.465,-41.8,4.958,0
59,3,0,3,1,1,2,0,3,4,331,12,999,0,94.465,-41.8,4.958,0
24,0,0,0,2,1,1,0,3,4,167,1,999,0,94.465,-41.8,4.958,0
43,7,0,3,2,2,2,0,3,4,30,1,999,0,94.465,-41.8,4.958,0
36,1,0,3,2,2,1,0,3,4,77,6,999,0,94.465,-41.8,4.958,0
56,0,0,2,2,1,2,0,3,4,136,2,999,0,94.465,-41.8,4.958,0
34,5,0,4,2,1,2,0,3,4,320,1,999,0,94.465,-41.8,4.958,0
27,8,1,3,2,1,2,0,3,4,138,1,999,0,94.465,-41.8,4.958,0
34,5,0,4,1,1,2,0,3,4,10,1,999,0,94.465,-41.8,4.958,0
58,1,0,2,2,1,2,0,3,4,75,1,999,0,94.465,-41.8,4.958,0
39,9,0,5,2,2,2,0,3,4,72,1,999,0,94.465,-41.8,4.958,0
40,0,2,2,2,2,2,0,3,4,160,2,999,0,94.465,-41.8,4.958,0
49,5,0,4,2,1,1,0,3,4,138,1,999,0,94.465,-41.8,4.958,0
42,8,2,5,2,1,1,0,3,4,122,1,999,0,94.465,-41.8,4.958,0
42,0,0,1,2,1,2,0,3,4,919,1,999,0,94.465,-41.8,4.958,0
32,5,0,0,1,1,2,0,3,4,52,5,999,0,94.465,-41.8,4.958,0
44,8,2,5,1,1,2,0,3,4,80,2,999,0,94.465,-41.8,4.958,0
52,0,2,2,2,2,2,0,3,4,558,1,999,0,94.465,-41.8,4.958,0
40,0,0,2,1,1,2,0,3,4,124,1,999,0,94.465,-41.8,4.958,0
43,8,2,3,2,1,2,0,3,4,73,1,999,0,94.465,-41.8,4.958,0
35,0,0,3,2,1,2,0,3,4,992,2,999,0,94.465,-41.8,4.958,1
54,3,0,2,1,1,2,0,3,4,68,1,999,0,94.465,-41.8,4.958,0
35,1,0,0,2,1,1,0,3,4,98,1,999,0,94.465,-41.8,4.958,0
34,1,0,3,2,1,2,0,3,4,54,1,999,0,94.465,-41.8,4.958,0
22,1,2,2,2,1,1,0,3,4,58,1,999,0,94.465,-41.8,4.958,0
42,5,0,4,1,1,2,0,3,4,81,1,999,0,94.465,-41.8,4.958,0
33,7,2,5,2,2,2,0,3,4,118,3,999,0,94.465,-41.8,4.958,0
39,7,0,5,2,1,1,0,3,4,127,1,999,0,94.465,-41.8,4.958,0
47,0,0,2,2,2,2,0,3,4,309,1,999,0,94.465,-41.8,4.958,0
56,0,0,2,1,1,2,0,3,4,871,1,999,0,94.465,-41.8,4.958,0
49,0,0,2,2,1,2,0,3,4,577,2,999,0,94.465,-41.8,4.958,1
39,2,0,3,2,2,2,0,3,4,582,1,999,0,94.465,-41.8,4.958,0
29,1,0,4,1,1,2,0,3,4,46,1,999,0,94.465,-41.8,4.958,0
55,0,1,2,1,1,2,0,3,4,270,1,999,0,94.465,-41.8,4.958,0
34,5,0,4,2,1,2,0,3,4,317,1,999,0,94.465,-41.8,4.958,0
32,5,0,5,2,1,2,0,3,4,281,1,999,0,94.465,-41.8,4.958,0
46,2,0,4,2,2,2,0,3,4,410,1,999,0,94.465,-41.8,4.958,0
31,0,0,0,2,1,2,0,3,4,186,2,999,0,94.465,-41.8,4.958,0
54,5,0,5,1,1,2,0,3,4,322,2,999,0,94.465,-41.8,4.958,0
44,7,1,5,2,2,1,0,3,4,37,3,999,0,94.465,-41.8,4.958,0
52,0,0,0,1,1,2,0,3,4,283,3,999,0,94.465,-41.8,4.958,0
49,5,0,4,2,2,1,0,3,4,88,2,999,0,94.465,-41.8,4.958,0
35,5,1,4,2,2,2,0,3,4,312,2,999,0,94.465,-41.8,4.958,0
59,2,1,3,1,2,2,0,3,4,1268,2,999,0,94.465,-41.8,4.958,1
36,1,0,3,2,2,1,0,3,4,602,2,999,0,94.465,-41.8,4.958,0
39,1,2,3,2,2,2,0,3,4,1178,3,999,0,94.465,-41.8,4.958,0
36,4,1,5,2,2,2,0,3,4,130,2,999,0,94.465,-41.8,4.958,0
44,7,0,3,2,2,2,0,3,4,226,3,999,0,94.465,-41.8,4.958,0
37,0,0,2,2,1,1,0,3,4,640,3,999,0,94.465,-41.8,4.958,0
41,0,0,2,2,1,2,0,3,4,340,2,999,0,94.465,-41.8,4.958,0
41,7,0,5,1,2,2,0,3,4,230,7,999,0,94.465,-41.8,4.958,0
52,0,0,2,1,2,2,0,3,4,159,2,999,0,94.465,-41.8,4.958,0
45,0,2,1,2,1,2,0,3,4,138,2,999,0,94.465,-41.8,4.958,0
30,5,2,4,2,0,0,0,3,4,773,4,999,0,94.465,-41.8,4.958,0
48,7,0,5,2,2,2,0,3,4,298,3,999,0,94.465,-41.8,4.958,0
43,0,0,2,2,0,0,0,3,4,1618,2,999,0,94.465,-41.8,4.958,1
48,0,0,1,1,1,2,0,3,4,361,2,999,0,94.465,-41.8,4.958,0
40,0,0,6,2,1,2,0,3,4,100,4,999,0,94.465,-41.8,4.958,0
29,0,0,3,1,1,2,0,3,4,124,2,999,0,94.465,-41.8,4.958,0
50,8,0,5,1,2,2,0,3,4,153,6,999,0,94.465,-41.8,4.958,0
49,0,0,2,1,1,2,0,3,4,67,3,999,0,94.465,-41.8,4.958,0
44,1,0,3,2,2,2,0,3,4,462,3,999,0,94.465,-41.8,4.958,0
49,5,0,4,2,2,2,0,3,4,320,2,999,0,94.465,-41.8,4.958,0
38,7,2,5,2,2,2,0,3,4,69,3,999,0,94.465,-41.8,4.958,0
39,8,0,3,1,2,2,0,3,4,71,6,999,0,94.465,-41.8,4.958,0
43,0,1,0,2,1,2,0,3,4,190,2,999,0,94.465,-41.8,4.958,0
30,2,0,5,1,2,2,0,3,4,204,3,999,0,94.465,-41.8,4.958,0
41,8,0,0,1,2,2,0,3,4,85,2,999,0,94.465,-41.8,4.958,0
47,0,0,2,2,2,2,0,3,4,130,3,999,0,94.465,-41.8,4.958,0
54,0,1,6,1,2,2,0,3,4,339,3,999,0,94.465,-41.8,4.958,0
36,1,0,3,2,1,2,0,3,4,316,2,999,0,94.465,-41.8,4.958,0
33,2,0,5,2,1,1,0,3,4,166,2,999,0,94.465,-41.8,4.958,0
34,5,0,4,2,1,2,0,3,4,168,8,999,0,94.465,-41.8,4.958,0
36,5,0,4,2,1,1,0,3,4,247,2,999,0,94.465,-41.8,4.958,0
57,5,0,2,1,1,2,0,3,4,243,2,999,0,94.465,-41.8,4.958,0
37,5,2,3,1,0,0,0,3,4,227,2,999,0,94.465,-41.8,4.958,0
38,8,0,5,2,2,2,0,3,4,153,6,999,0,94.465,-41.8,4.958,0
41,8,0,4,1,2,2,0,3,4,122,2,999,0,94.465,-41.8,4.958,0
53,0,0,1,1,2,2,0,3,4,232,2,999,0,94.465,-41.8,4.958,0
39,9,2,1,2,1,2,0,3,4,238,2,999,0,94.465,-41.8,4.958,0
47,0,0,2,2,2,2,0,3,4,211,2,999,0,94.465,-41.8,4.958,0
33,0,0,0,2,2,2,0,3,4,111,8,999,0,94.465,-41.8,4.958,0
34,8,2,3,2,2,2,0,3,4,161,2,999,0,94.465,-41.8,4.958,0
32,8,2,5,1,1,2,0,3,4,188,4,999,0,94.465,-41.8,4.958,0
33,5,0,5,1,1,2,0,3,4,67,4,999,0,94.465,-41.8,4.958,0
38,8,0,5,2,1,2,0,3,4,361,2,999,0,94.465,-41.8,4.958,0
48,0,0,0,1,1,2,0,3,4,454,4,999,0,94.465,-41.8,4.958,0
48,0,0,3,2,2,2,0,3,4,700,2,999,0,94.465,-41.8,4.958,0
30,1,0,5,2,2,2,0,3,0,83,4,999,0,94.465,-41.8,4.96,0
36,8,2,5,2,2,2,0,3,0,247,2,999,0,94.465,-41.8,4.96,0
45,0,0,1,2,2,2,0,3,0,252,2,999,0,94.465,-41.8,4.96,0
60,8,0,5,1,2,2,0,3,0,62,2,999,0,94.465,-41.8,4.96,0
32,4,1,5,2,1,2,0,3,0,559,3,999,0,94.465,-41.8,4.96,0
33,8,0,5,2,1,2,0,3,0,190,4,999,0,94.465,-41.8,4.96,0
35,8,2,3,2,1,2,0,3,0,10,5,999,0,94.465,-41.8,4.96,0
48,8,0,3,1,1,2,0,3,0,189,2,999,0,94.465,-41.8,4.96,0
29,8,2,5,2,1,2,0,3,0,109,2,999,0,94.465,-41.8,4.96,0
46,8,0,3,1,0,0,0,3,0,148,2,999,0,94.465,-41.8,4.96,0
45,0,0,2,1,2,2,0,3,0,107,2,999,0,94.465,-41.8,4.96,0
35,9,0,5,2,2,2,0,3,0,82,4,999,0,94.465,-41.8,4.96,0
30,5,2,5,1,2,2,0,3,0,405,3,999,0,94.465,-41.8,4.96,0
44,0,0,0,1,2,2,0,3,0,103,2,999,0,94.465,-41.8,4.96,0
32,9,0,0,2,1,2,0,3,0,143,2,999,0,94.465,-41.8,4.96,0
27,0,2,0,2,1,2,0,3,0,61,3,999,0,94.465,-41.8,4.96,0
46,8,0,4,2,1,2,0,3,0,424,2,999,0,94.465,-41.8,4.96,0
29,0,0,3,2,1,2,0,3,0,140,2,999,0,94.465,-41.8,4.96,0
39,7,0,5,2,2,2,0,3,0,157,2,999,0,94.465,-41.8,4.96,0
34,0,0,0,2,1,2,0,3,0,157,29,999,0,94.465,-41.8,4.96,0
34,0,0,2,2,1,2,0,3,0,110,4,999,0,94.465,-41.8,4.96,0
39,8,0,5,2,1,2,0,3,0,69,3,999,0,94.465,-41.8,4.96,0
35,2,0,5,2,1,2,0,3,0,513,2,999,0,94.465,-41.8,4.96,1
50,0,1,2,2,2,2,0,3,0,241,3,999,0,94.465,-41.8,4.96,0
38,8,0,5,2,1,2,0,3,0,757,2,999,0,94.465,-41.8,4.96,0
32,5,2,3,2,1,2,0,3,0,68,3,999,0,94.465,-41.8,4.96,0
32,5,0,4,2,1,2,0,3,0,171,2,999,0,94.465,-41.8,4.96,0
38,0,0,4,2,1,2,0,3,0,182,3,999,0,94.465,-41.8,4.96,0
49,8,0,0,2,1,2,0,3,0,270,15,999,0,94.465,-41.8,4.96,0
38,5,0,1,1,1,1,0,3,0,172,6,999,0,94.465,-41.8,4.96,0
28,8,2,6,2,2,2,0,3,0,177,5,999,0,94.465,-41.8,4.96,0
33,5,0,3,1,2,2,0,3,0,119,2,999,0,94.465,-41.8,4.96,0
37,5,2,4,1,1,1,0,3,0,75,3,999,0,94.465,-41.8,4.96,0
41,1,1,0,2,2,2,0,3,0,192,4,999,0,94.465,-41.8,4.96,0
40,0,0,1,2,2,2,0,3,0,104,4,999,0,94.465,-41.8,4.96,0
31,0,2,3,2,2,1,0,3,0,325,3,999,0,94.465,-41.8,4.96,0
41,1,0,3,1,1,2,0,3,0,33,21,999,0,94.465,-41.8,4.96,0
34,2,2,4,2,2,2,0,3,0,144,4,999,0,94.465,-41.8,4.96,0
48,1,0,3,2,2,2,0,3,0,57,8,999,0,94.465,-41.8,4.96,0
52,5,1,5,2,1,2,0,3,0,184,3,999,0,94.465,-41.8,4.96,0
47,0,0,0,2,2,2,0,3,0,109,3,999,0,94.465,-41.8,4.96,0
50,3,2,6,2,1,2,0,3,0,741,4,999,0,94.465,-41.8,4.96,1
40,8,2,3,1,1,2,0,3,0,349,2,999,0,94.465,-41.8,4.96,0
38,8,1,3,2,1,2,0,3,0,100,3,999,0,94.465,-41.8,4.96,0
47,1,0,3,1,2,2,0,3,0,87,3,999,0,94.465,-41.8,4.96,0
34,0,0,0,1,1,2,0,3,0,95,8,999,0,94.465,-41.8,4.96,0
35,2,0,1,2,1,2,0,3,0,114,5,999,0,94.465,-41.8,4.96,0
33,0,2,0,2,1,2,0,3,0,109,2,999,0,94.465,-41.8,4.96,0
52,0,0,2,2,2,2,0,3,0,186,6,999,0,94.465,-41.8,4.96,0
29,8,1,5,2,1,2,0,3,0,187,3,999,0,94.465,-41.8,4.96,0
47,2,0,5,2,2,2,0,3,0,580,3,999,0,94.465,-41.8,4.96,0
39,1,1,3,2,2,2,0,3,0,81,5,999,0,94.465,-41.8,4.96,0
52,6,0,2,2,1,2,0,3,0,253,2,999,0,94.465,-41.8,4.96,0
41,0,0,1,1,2,2,0,3,0,75,3,999,0,94.465,-41.8,4.96,0
39,0,0,1,1,0,0,0,3,0,144,2,999,0,94.465,-41.8,4.96,0
35,0,1,0,2,0,0,0,3,0,276,3,999,0,94.465,-41.8,4.96,0
49,10,0,2,2,1,2,0,3,0,93,2,999,0,94.465,-41.8,4.96,0
32,8,1,5,2,1,2,0,3,0,106,10,999,0,94.465,-41.8,4.96,0
47,5,2,4,1,1,2,0,3,0,90,2,999,0,94.465,-41.8,4.96,0
28,8,2,5,2,1,2,0,3,0,78,5,999,0,94.465,-41.8,4.96,0
40,0,2,0,2,1,2,0,3,0,55,2,999,0,94.465,-41.8,4.96,0
59,8,0,3,2,1,2,0,3,0,204,4,999,0,94.465,-41.8,4.96,0
50,5,1,4,2,1,2,0,3,0,408,2,999,0,94.465,-41.8,4.96,0
32,0,0,1,2,1,2,0,3,0,147,2,999,0,94.465,-41.8,4.96,0
38,8,2,3,1,2,2,0,3,0,287,2,999,0,94.465,-41.8,4.96,0
34,7,0,5,1,1,2,0,3,0,84,3,999,0,94.465,-41.8,4.96,0
41,0,0,0,2,2,2,0,3,0,119,3,999,0,94.465,-41.8,4.96,0
51,0,1,2,2,1,2,0,3,0,133,2,999,0,94.465,-41.8,4.96,0
31,0,0,0,2,1,2,0,3,0,195,2,999,0,94.465,-41.8,4.96,0
28,8,0,3,2,1,2,0,3,0,108,2,999,0,94.465,-41.8,4.96,0
40,5,0,4,2,1,2,0,3,0,92,6,999,0,94.465,-41.8,4.96,0
50,0,2,0,1,1,2,0,3,0,264,4,999,0,94.465,-41.8,4.96,0
56,3,1,2,1,1,2,0,3,0,123,2,999,0,94.465,-41.8,4.96,0
45,8,0,0,1,1,2,0,3,0,73,4,999,0,94.465,-41.8,4.96,0
34,8,0,5,2,1,2,0,3,0,146,3,999,0,94.465,-41.8,4.96,0
34,0,0,0,2,1,2,0,3,0,206,1,999,0,94.465,-41.8,4.96,0
54,2,0,5,1,1,2,0,3,0,100,17,999,0,94.465,-41.8,4.96,0
32,0,0,0,2,2,1,0,3,0,452,1,999,0,94.465,-41.8,4.96,0
36,0,2,1,2,2,1,0,3,0,163,1,999,0,94.465,-41.8,4.96,0
40,0,0,6,1,2,2,0,3,0,69,2,999,0,94.465,-41.8,4.96,0
25,5,2,5,2,2,1,0,3,0,35,6,999,0,94.465,-41.8,4.96,0
52,0,0,6,1,1,2,0,3,0,215,3,999,0,94.465,-41.8,4.96,0
44,7,1,5,2,2,2,0,3,0,96,8,999,0,94.465,-41.8,4.96,0
52,1,0,5,2,1,2,0,3,0,119,1,999,0,94.465,-41.8,4.96,0
34,2,0,5,2,2,1,0,3,0,265,3,999,0,94.465,-41.8,4.96,0
40,5,0,4,1,1,2,0,3,0,60,2,999,0,94.465,-41.8,4.96,0
31,0,0,0,2,1,2,0,3,0,179,2,999,0,94.465,-41.8,4.96,0
45,2,2,5,2,1,2,0,3,0,162,6,999,0,94.465,-41.8,4.96,0
46,7,0,2,1,2,2,0,3,0,227,1,999,0,94.465,-41.8,4.96,0
33,0,0,2,1,1,2,0,3,0,41,1,999,0,94.465,-41.8,4.96,0
36,5,0,5,2,1,2,0,3,0,1093,1,999,0,94.465,-41.8,4.96,1
40,8,2,5,1,1,1,0,3,0,270,1,999,0,94.465,-41.8,4.96,0
43,0,0,0,1,2,2,0,3,0,1395,2,999,0,94.465,-41.8,4.96,1
35,11,2,5,1,2,2,0,3,0,178,4,999,0,94.465,-41.8,4.96,0
32,1,2,3,2,1,2,0,3,0,223,2,999,0,94.465,-41.8,4.96,0
56,0,2,1,1,1,2,0,3,0,35,3,999,0,94.465,-41.8,4.96,0
28,0,0,0,2,2,1,0,3,0,210,2,999,0,94.465,-41.8,4.96,0
43,8,0,3,2,1,2,0,3,0,193,2,999,0,94.465,-41.8,4.96,0
38,2,0,2,2,1,2,0,3,0,822,1,999,0,94.465,-41.8,4.96,0
41,9,1,3,2,1,2,0,3,0,163,4,999,0,94.465,-41.8,4.96,0
53,2,0,2,2,1,2,0,3,0,339,2,999,0,94.465,-41.8,4.96,0
32,0,0,3,2,1,1,0,3,0,140,1,999,0,94.465,-41.8,4.96,0
30,5,0,5,2,0,0,0,3,0,71,1,999,0,94.465,-41.8,4.96,0
40,0,0,2,1,1,2,0,3,0,1238,2,999,0,94.465,-41.8,4.96,0
47,1,0,6,1,1,2,0,3,0,32,2,999,0,94.465,-41.8,4.96,0
52,0,0,2,1,2,2,0,3,0,116,1,999,0,94.465,-41.8,4.96,0
59,0,0,2,1,2,2,0,3,0,64,1,999,0,94.465,-41.8,4.96,0
33,8,0,5,2,1,1,0,3,0,77,1,999,0,94.465,-41.8,4.96,0
29,8,2,5,2,1,2,0,3,0,73,3,999,0,94.465,-41.8,4.96,0
56,1,1,2,2,1,2,0,3,0,42,3,999,0,94.465,-41.8,4.96,0
52,8,1,3,2,1,2,0,3,0,24,5,999,0,94.465,-41.8,4.96,0
46,6,0,2,1,2,2,0,3,0,25,1,999,0,94.465,-41.8,4.96,0
37,8,1,5,2,1,2,0,3,0,147,1,999,0,94.465,-41.8,4.96,0
33,0,0,0,2,1,2,0,3,0,145,1,999,0,94.465,-41.8,4.96,0
57,1,1,3,1,2,2,0,3,0,80,4,999,0,94.465,-41.8,4.96,0
60,7,0,6,1,2,2,0,3,0,35,1,999,0,94.465,-41.8,4.96,0
36,8,0,5,2,2,2,0,3,0,141,1,999,0,94.465,-41.8,4.96,0
34,0,0,0,2,1,2,0,3,0,263,8,999,0,94.465,-41.8,4.96,0
38,8,0,3,2,1,2,0,3,0,123,1,999,0,94.465,-41.8,4.96,0
31,0,0,0,2,2,2,0,3,0,208,1,999,0,94.465,-41.8,4.96,0
25,11,2,3,2,2,1,0,3,0,100,1,999,0,94.465,-41.8,4.96,0
42,5,0,5,1,2,2,0,3,0,91,1,999,0,94.465,-41.8,4.96,0
29,8,2,0,1,1,2,0,3,0,1298,2,999,0,94.465,-41.8,4.96,0
41,0,0,0,2,1,2,0,3,0,644,1,999,0,94.465,-41.8,4.96,0
44,5,1,4,2,2,2,0,3,0,289,1,999,0,94.465,-41.8,4.96,0
43,4,0,0,2,1,2,0,3,0,1089,1,999,0,94.465,-41.8,4.96,1
51,7,0,2,2,2,2,0,3,0,124,2,999,0,94.465,-41.8,4.96,0
29,8,2,5,2,1,2,0,3,0,157,2,999,0,94.465,-41.8,4.96,0
33,4,2,5,2,1,2,0,3,0,226,4,999,0,94.465,-41.8,4.96,0
34,2,2,4,2,2,2,0,3,0,136,8,999,0,94.465,-41.8,4.96,0
41,6,2,6,1,1,2,0,3,0,242,6,999,0,94.465,-41.8,4.96,0
52,0,0,2,2,1,2,0,3,0,50,3,999,0,94.465,-41.8,4.96,0
44,7,1,0,1,2,2,0,3,0,73,2,999,0,94.465,-41.8,4.96,0
38,5,0,4,2,1,2,0,3,0,250,2,999,0,94.465,-41.8,4.96,0
26,5,0,4,2,2,2,0,3,0,181,2,999,0,94.465,-41.8,4.96,0
30,0,0,3,2,2,2,0,3,0,32,3,999,0,94.465,-41.8,4.96,0
41,5,0,4,2,1,2,0,3,0,235,2,999,0,94.465,-41.8,4.96,0
40,0,2,0,2,1,2,0,3,0,121,5,999,0,94.465,-41.8,4.96,0
57,5,0,0,2,2,2,0,3,0,215,3,999,0,94.465,-41.8,4.96,0
35,8,2,5,2,1,2,0,3,0,320,2,999,0,94.465,-41.8,4.96,0
41,5,2,5,2,1,2,0,3,0,382,3,999,0,94.465,-41.8,4.96,0
53,6,0,3,1,2,2,0,3,0,244,1,999,0,94.465,-41.8,4.96,0
40,3,0,2,2,1,2,0,3,0,286,1,999,0,94.465,-41.8,4.96,0
26,8,0,3,2,1,1,0,3,0,1021,1,999,0,94.465,-41.8,4.96,0
45,0,0,0,1,0,0,0,3,0,167,2,999,0,94.465,-41.8,4.96,0
31,2,2,0,2,1,2,0,3,0,1248,3,999,0,94.465,-41.8,4.96,1
32,8,2,5,1,1,2,0,3,0,179,25,999,0,94.465,-41.8,4.96,0
29,0,2,3,2,1,2,0,3,0,203,2,999,0,94.465,-41.8,4.96,0
28,0,0,1,1,2,2,0,3,0,273,5,999,0,94.465,-41.8,4.96,0
27,0,2,0,2,2,2,0,3,0,209,12,999,0,94.465,-41.8,4.96,0
32,0,0,0,2,2,2,0,3,0,39,1,999,0,94.465,-41.8,4.96,0
52,0,0,2,2,2,2,0,3,0,162,1,999,0,94.465,-41.8,4.96,0
46,8,2,3,2,1,2,0,3,0,418,1,999,0,94.465,-41.8,4.96,0
37,2,2,5,2,2,2,0,3,0,348,1,999,0,94.465,-41.8,4.96,0
36,7,0,5,2,2,1,0,3,0,135,1,999,0,94.465,-41.8,4.96,0
28,11,2,3,1,2,2,0,3,0,131,2,999,0,94.465,-41.8,4.96,0
52,0,0,0,2,1,2,0,3,0,401,2,999,0,94.465,-41.8,4.96,0
30,5,1,4,2,1,2,0,3,0,332,2,999,0,94.465,-41.8,4.96,0
29,5,2,5,2,1,2,0,3,0,78,1,999,0,94.465,-41.8,4.96,0
55,3,0,4,2,1,2,0,3,0,394,2,999,0,94.465,-41.8,4.96,0
45,0,1,0,2,2,2,0,3,0,287,1,999,0,94.465,-41.8,4.96,0
24,9,0,5,2,2,2,0,3,0,266,1,999,0,94.465,-41.8,4.96,0
43,5,2,3,2,1,2,0,3,0,153,1,999,0,94.465,-41.8,4.96,0
46,5,0,3,2,0,0,0,3,0,500,1,999,0,94.465,-41.8,4.96,0
24,1,0,3,2,2,2,0,3,0,298,6,999,0,94.465,-41.8,4.96,0
38,0,2,0,1,2,2,0,3,0,101,1,999,0,94.465,-41.8,4.96,0
56,1,1,3,1,2,2,0,3,0,13,1,999,0,94.465,-41.8,4.96,0
41,0,1,1,2,1,2,0,3,0,66,1,999,0,94.465,-41.8,4.96,0
35,8,0,4,2,1,2,0,3,0,62,1,999,0,94.465,-41.8,4.96,0
45,7,0,6,1,1,1,0,3,0,73,1,999,0,94.465,-41.8,4.96,0
26,8,1,3,2,2,2,0,3,0,50,1,999,0,94.465,-41.8,4.96,0
53,0,1,2,1,2,2,0,3,0,57,1,999,0,94.465,-41.8,4.96,0
53,0,1,2,1,1,2,0,3,0,193,1,999,0,94.465,-41.8,4.96,0
37,8,0,3,2,2,2,0,3,0,599,3,999,0,94.465,-41.8,4.96,0
52,2,0,5,2,1,2,0,3,0,92,2,999,0,94.465,-41.8,4.96,0
35,0,1,0,2,1,2,0,3,0,52,3,999,0,94.465,-41.8,4.96,0
48,0,0,2,2,2,2,0,3,0,92,3,999,0,94.465,-41.8,4.96,0
41,0,1,0,1,1,2,0,3,0,294,3,999,0,94.465,-41.8,4.96,0
36,8,2,5,2,2,2,0,3,0,99,1,999,0,94.465,-41.8,4.96,0
44,6,2,0,1,2,2,0,3,0,76,3,999,0,94.465,-41.8,4.96,0
31,0,1,3,2,1,1,0,3,0,27,3,999,0,94.465,-41.8,4.96,0
26,0,2,2,2,2,1,0,3,0,41,1,999,0,94.465,-41.8,4.96,0
34,5,0,4,2,2,1,0,3,0,191,1,999,0,94.465,-41.8,4.96,0
45,8,0,3,2,2,1,0,3,0,523,1,999,0,94.465,-41.8,4.96,0
